RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JB508808,,11/08/2018 05:55:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),1,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2018 06:15:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,7603,S,LAFLIN ST,612,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.755690829,-87.66180632,POINT (-87.661806320447 41.755690829236)
JB508834,,11/08/2018 05:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 06:30:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,9340,S,VINCENNES AVE,2222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.723831246,-87.649908041,POINT (-87.649908040908 41.723831245705)
JB508817,,11/08/2018 05:50:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,ANGLE,NOT DIVIDED,,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 06:23:00 PM,NOT APPLICABLE,NOT APPLICABLE,6100,S,KEELER AVE,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,5,11,41.782147723,-87.72789156,POINT (-87.727891559706 41.782147723033)
JB508795,,11/08/2018 05:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,OTHER,0,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2018 05:55:00 PM,NOT APPLICABLE,NOT APPLICABLE,7134,S,STONY ISLAND AVE,324,,,,Y,CONSTRUCTION,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,5,11,41.765032353,-87.586447114,POINT (-87.586447113776 41.765032352985)
JB508778,,11/08/2018 05:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 05:50:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,740,N,LAKE SHORE DR NB,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,5,11,41.896100206,-87.61633846,POINT (-87.616338460321 41.896100206098)
JB509807,,11/08/2018 05:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/09/2018 02:50:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,658,N,ORLEANS ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.893989333,-87.637250915,POINT (-87.637250915099 41.893989333155)
JB508859,,11/08/2018 05:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2018 06:53:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3222,W,COLUMBUS AVE,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.750112128,-87.703255402,POINT (-87.703255402323 41.750112128054)
JB508791,,11/08/2018 05:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2018 05:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,861,N,ELSTON AVE,1213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.898022483,-87.656437066,POINT (-87.656437066405 41.89802248327)
JB509734,,11/08/2018 05:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/09/2018 01:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,658,N,ORLEANS ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.893989333,-87.637250915,POINT (-87.637250915099 41.893989333155)
JB508788,,11/08/2018 05:36:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2018 06:00:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,654,N,FAIRBANKS CT,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.894158866,-87.620438461,POINT (-87.620438460957 41.894158865635)
JB508806,,11/08/2018 05:35:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2018 05:59:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,3200,N,GREENVIEW AVE,1922,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.939773695,-87.666390366,POINT (-87.666390366296 41.939773694682)
JB508910,,11/08/2018 05:34:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2018 05:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7506,S,RACINE AVE,612,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,5,11,41.75734388,-87.654064378,POINT (-87.654064378315 41.757343880012)
JB511936,,11/08/2018 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/11/2018 12:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4059,W,HIRSCH ST,2534,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,5,11,41.90613302,-87.728754686,POINT (-87.728754686292 41.906133020428)
JB508866,,11/08/2018 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/08/2018 06:46:00 PM,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,6800,S,SOUTH SHORE DR,331,,Y,,,,,2,NONINCAPACITATING INJURY,3,0,0,3,0,2,0,17,5,11,41.771641127,-87.566742359,POINT (-87.566742358715 41.771641127083)
JB508830,,11/08/2018 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/08/2018 06:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3900,N,LINCOLN AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.952343305,-87.677656766,POINT (-87.677656765905 41.9523433052)
JB508813,,11/08/2018 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2018 06:05:00 PM,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,7699,S,JEFFERY BLVD,414,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,17,5,11,41.75533446,-87.575921227,POINT (-87.575921226612 41.755334460097)
JB508776,,11/08/2018 05:30:00 PM,30,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2018 05:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4300,S,MORGAN ST,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.815972658,-87.650751884,POINT (-87.650751884089 41.815972657635)
JB508768,,11/08/2018 05:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",11/08/2018 05:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,120,E,DELAWARE PL,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.899304096,-87.625236491,POINT (-87.62523649148 41.899304096445)
JB508799,,11/08/2018 05:29:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/08/2018 05:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4700,W,BELMONT AVE,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.938977958,-87.743926445,POINT (-87.743926444547 41.938977958246)
JB508784,,11/08/2018 05:25:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/08/2018 05:29:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,1955,N,SHEFFIELD AVE,1813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.917518848,-87.653202048,POINT (-87.65320204763 41.91751884843)
JB508783,,11/08/2018 05:25:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 05:30:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,2727,N,AVERS AVE,2524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,5,11,41.930860766,-87.723137808,POINT (-87.723137807572 41.930860766201)
JB508748,,11/08/2018 05:24:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/08/2018 05:26:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2801,W,ARTHUR AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,5,11,41.999275933,-87.699752589,POINT (-87.699752588749 41.999275933248)
JB508892,,11/08/2018 05:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/08/2018 07:30:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,777,N,LA SALLE DR,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.896564799,-87.632561678,POINT (-87.632561678317 41.896564799141)
JB508782,,11/08/2018 05:16:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/08/2018 05:21:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,650,W,ROOSEVELT RD,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.867300043,-87.644311316,POINT (-87.644311315991 41.867300042804)
JB508823,,11/08/2018 05:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2018 06:30:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,1198,N,CENTRAL PARK AVE,1112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.902726746,-87.71670871,POINT (-87.716708709507 41.902726746088)
JB508787,,11/08/2018 05:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2018 05:20:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,405,N,WABASH AVE,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.889465329,-87.626509274,POINT (-87.626509273634 41.889465328772)
JB508770,,11/08/2018 05:15:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/08/2018 05:51:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2712,W,POLK ST,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,5,11,41.87118984,-87.694157834,POINT (-87.694157834483 41.871189840017)
JB508757,,11/08/2018 05:15:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/08/2018 05:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,340,W,KINZIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,5,11,41.889241444,-87.637021846,POINT (-87.637021846204 41.889241444064)
JB508745,,11/08/2018 05:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2018 05:41:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,66,E,BALBO AVE,123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.873249344,-87.625414575,POINT (-87.625414575489 41.873249344079)
JB508743,,11/08/2018 05:15:00 PM,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2018 05:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3200,S,STEWART AVE,915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.83626662,-87.636076813,POINT (-87.636076812828 41.836266619525)
JB508802,,11/08/2018 05:10:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/08/2018 06:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5675,N,NORTHWEST HWY,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.984806637,-87.785397187,POINT (-87.785397186731 41.984806636519)
JB508753,,11/08/2018 05:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,HEAD ON,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/08/2018 05:13:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3015,S,ARCHER AVE,913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.839702262,-87.661715392,POINT (-87.661715391987 41.839702261757)
JB508733,Y,11/08/2018 05:10:00 PM,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/08/2018 05:15:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,1,W,63RD ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,11,41.779948152,-87.625427085,POINT (-87.625427084647 41.779948151941)
JB510158,,11/08/2018 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",11/09/2018 06:55:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,7601,S,CICERO AVE,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,5,11,41.754660124,-87.741384759,POINT (-87.741384758605 41.754660124394)
JB508749,,11/08/2018 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/08/2018 05:33:00 PM,NOT APPLICABLE,NOT APPLICABLE,3808,S,WESTERN AVE,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,5,11,41.824489781,-87.685006103,POINT (-87.685006102934 41.824489781132)
JB508793,,11/08/2018 04:57:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 06:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2907,W,WASHINGTON BLVD,1222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.882758269,-87.699142758,POINT (-87.699142758294 41.88275826933)
JB508779,,11/08/2018 04:56:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2018 05:42:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9400,S,STONY ISLAND AVE,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.724074784,-87.585303232,POINT (-87.585303232497 41.724074783765)
JB508774,,11/08/2018 04:52:00 PM,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/08/2018 05:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2331,N,CLYBOURN AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.924416192,-87.668092263,POINT (-87.668092263331 41.924416192207)
JB509216,,11/08/2018 04:50:00 PM,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,UNKNOWN,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/09/2018 05:35:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,708,W,87TH ST,622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,5,11,41.736256366,-87.641583561,POINT (-87.641583560949 41.736256366393)
JB508693,,11/08/2018 04:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2018 04:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,395,W,NORTH AVE,1821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.911005183,-87.638562029,POINT (-87.638562029223 41.91100518268)
JB508764,Y,11/08/2018 04:49:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/08/2018 05:49:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6200,N,RAVENSWOOD AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.994357758,-87.675539058,POINT (-87.675539058324 41.994357757823)
JB508716,,11/08/2018 04:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/08/2018 04:59:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6000,N,SAUGANASH AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,5,11,41.990012472,-87.732996828,POINT (-87.732996827693 41.990012471598)
JB508761,,11/08/2018 04:42:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/08/2018 04:42:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,118,W,GRAND AVE,1831,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,11,41.891724591,-87.631987765,POINT (-87.631987764955 41.89172459059)
JB508727,,11/08/2018 04:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,Y,"OVER $1,500",11/08/2018 05:27:00 PM,NOT APPLICABLE,NOT APPLICABLE,7320,S,COTTAGE GROVE AVE,323,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,5,11,41.761570359,-87.605620142,POINT (-87.605620141953 41.761570359204)
